entity,n-revs
include/dt-bindings/leds/leds-ns2.h,17
drivers/gpu/drm/amd/display/dc/clk_mgr/dce60/dce60_clk_mgr.c,17
Documentation/input/joydev/joystick-api.rst,17
arch/arm/boot/dts/microchip/sama5d3_uart.dtsi,17
drivers/net/can/usb/Kconfig,17
drivers/net/dsa/sja1105/sja1105_flower.c,17
include/linux/kmsan.h,17
drivers/gpu/drm/i915/display/intel_cursor.h,17
tools/perf/pmu-events/arch/x86/broadwellx/memory.json,17
arch/arm/boot/dts/nxp/imx/imx6q-kontron-samx6i-ads2.dts,17
Documentation/hwmon/max16064.rst,17
drivers/usb/gadget/function/u_audio.c,17
drivers/usb/gadget/legacy/multi.c,17
arch/openrisc/include/asm/spr.h,17
sound/hda/hdac_i915.c,17
tools/perf/pmu-events/arch/arm64/arm/cortex-a510/instruction.json,17
drivers/gpu/drm/ci/xfails/msm-sc7180-trogdor-kingoftown-skips.txt,17
Documentation/admin-guide/media/dvb-usb-mxl111sf-cardlist.rst,17
include/net/xdp_priv.h,17
Documentation/ABI/testing/sysfs-bus-iio-frequency-adf4350,17
drivers/net/wireless/realtek/rtlwifi/rtl8192cu/led.c,17
Documentation/ABI/testing/sysfs-driver-altera-cvp,17
arch/x86/lib/error-inject.c,17
arch/arc/include/asm/atomic64-arcv2.h,17
arch/arm/boot/dts/marvell/armada-385-linksys-caiman.dts,17
drivers/net/ethernet/intel/ixgbe/ixgbe_dcb_82599.h,17
drivers/crypto/tegra/tegra-se-main.c,17
drivers/net/ethernet/chelsio/cxgb4/t4_chip_type.h,17
Documentation/sound/hd-audio/controls.rst,17
drivers/phy/qualcomm/phy-qcom-qmp-combo.c,17
arch/arm/boot/dts/broadcom/bcm2711.dtsi,17
drivers/ufs/host/ufshci-dwc.h,17
Documentation/virt/kvm/ppc-pv.rst,17
tools/testing/selftests/proc/thread-self.c,17
include/linux/types.h,17
drivers/net/phy/mscc/mscc_ptp.h,17
fs/btrfs/delayed-ref.h,17
tools/testing/selftests/kvm/kvm_page_table_test.c,17
tools/testing/selftests/ia64/Makefile,17
drivers/clk/mediatek/clk-mt6795-vdecsys.c,17
drivers/gpu/drm/amd/include/asic_reg/smu/smu_7_0_0_d.h,17
drivers/net/wireless/ath/ath5k/gpio.c,17
drivers/firmware/google/coreboot_table.c,17
tools/arch/x86/lib/inat.c,17
drivers/gpu/drm/amd/display/dc/dml/dcn351/dcn351_fpu.h,17
arch/microblaze/mm/consistent.c,17
drivers/net/ethernet/mellanox/mlx5/core/fpga/cmd.h,17
arch/riscv/kernel/module.c,17
drivers/comedi/drivers/fl512.c,17
drivers/pinctrl/pinctrl-equilibrium.h,17
arch/arm/boot/dts/nvidia/tegra30-asus-tf300t.dts,17
drivers/net/wan/fsl_qmc_hdlc.c,17
Documentation/networking/skbuff.rst,17
drivers/ata/pata_rz1000.c,17
drivers/net/ethernet/mellanox/mlx5/core/en_main.c,17
drivers/net/wireless/quantenna/qtnfmac/commands.h,17
tools/testing/selftests/powerpc/pmu/event_code_tests/group_constraint_l2l3_sel_test.c,17
include/linux/platform_data/gpio-omap.h,17
drivers/acpi/acpica/tbutils.c,17
drivers/staging/media/ipu3/ipu3-mmu.c,17
drivers/infiniband/core/uverbs_std_types_qp.c,17
arch/arc/Kconfig,17
drivers/net/ethernet/broadcom/bnxt/bnxt.h,17
Documentation/ABI/testing/sysfs-fs-virtiofs,17
sound/core/seq/seq_timer.h,17
drivers/gpu/drm/amd/display/dc/gpio/dcn32/hw_factory_dcn32.h,17
drivers/macintosh/windfarm_cpufreq_clamp.c,17
drivers/net/ethernet/microchip/lan966x/lan966x_fdma.c,17
drivers/media/pci/ivtv/ivtv-alsa-pcm.c,17
drivers/net/ethernet/qlogic/netxen/netxen_nic_ethtool.c,17
drivers/net/usb/cdc_ether.c,17
kernel/kexec.c,17
drivers/crypto/amlogic/amlogic-gxl.h,17
arch/arm64/boot/dts/qcom/sdx75.dtsi,17
"Documentation/devicetree/bindings/mfd/richtek,rt4831.yaml",17
sound/soc/codecs/bt-sco.c,17
"Documentation/devicetree/bindings/reserved-memory/nvidia,tegra210-emc-table.yaml",17
drivers/infiniband/core/netlink.c,17
arch/arm/boot/dts/nvidia/tegra30-asus-transformer-common.dtsi,17
Documentation/hwmon/f71805f.rst,17
tools/objtool/include/objtool/check.h,17
arch/powerpc/kernel/time.c,17
arch/arm64/include/asm/kasan.h,17
net/netrom/nr_out.c,17
drivers/gpu/drm/amd/display/dc/spl/dc_spl_scl_filters.c,17
drivers/net/ethernet/amazon/ena/ena_xdp.h,17
include/dt-bindings/reset/sun50i-a100-r-ccu.h,17
lib/interval_tree_test.c,17
drivers/power/supply/pmu_battery.c,17
Documentation/devicetree/bindings/fpga/altera-socfpga-a10-fpga-mgr.txt,17
arch/powerpc/crypto/Kconfig,17
drivers/usb/core/Makefile,17
drivers/rtc/rtc-goldfish.c,17
"Documentation/devicetree/bindings/iio/resolver/adi,ad2s1210.yaml",17
arch/parisc/include/asm/syscall.h,17
Documentation/kbuild/kbuild.rst,17
drivers/gpu/drm/nouveau/include/nvkm/engine/msenc.h,17
drivers/phy/qualcomm/phy-qcom-qmp-pcs-pcie-v6_20.h,17
include/uapi/sound/sof/abi.h,17
drivers/net/ethernet/broadcom/bnx2.c,17
drivers/power/supply/bq2515x_charger.c,17
fs/devpts/inode.c,17
drivers/tty/vcc.c,17
tools/testing/selftests/bpf/prog_tests/local_kptr_stash.c,17
drivers/gpu/drm/amd/amdkfd/cwsr_trap_handler_gfx8.asm,17
tools/testing/selftests/kvm/x86_64/recalc_apic_map_test.c,17
arch/arm/boot/dts/marvell/kirkwood-ds109.dts,17
"Documentation/devicetree/bindings/clock/allwinner,sun4i-a10-mbus-clk.yaml",17
include/dt-bindings/clock/am3.h,17
arch/sh/include/mach-common/mach/shmin.h,17
arch/arm/boot/dts/ti/omap/am3715.dtsi,17
Documentation/devicetree/bindings/usb/ci-hdrc-usb2.yaml,17
fs/ocfs2/localalloc.c,17
arch/x86/kernel/cpu/mce/threshold.c,17
sound/soc/mediatek/mt8188/mt8188-afe-clk.c,17
include/sound/aci.h,17
drivers/leds/trigger/ledtrig-gpio.c,17
tools/testing/selftests/tc-testing/tc-tests/infra/filter.json,17
arch/x86/crypto/camellia-aesni-avx-asm_64.S,17
drivers/media/usb/gspca/spca1528.c,17
arch/arm/boot/dts/mediatek/mt6589-fairphone-fp1.dts,17
drivers/hid/i2c-hid/Makefile,17
arch/s390/lib/test_kprobes_asm.S,17
drivers/net/wireless/silabs/wfx/Kconfig,17
drivers/firmware/efi/cper_cxl.c,17
drivers/net/ethernet/8390/wd.c,17
arch/mips/math-emu/sp_maddf.c,17
mm/damon/sysfs-common.c,17
drivers/net/ethernet/brocade/bna/bna_tx_rx.c,17
arch/m68k/sun3/sun3dvma.c,17
drivers/iio/imu/bno055/bno055_ser_core.c,17
drivers/misc/xilinx_tmr_inject.c,17
"Documentation/devicetree/bindings/spi/sprd,spi-adi.yaml",17
arch/m68k/configs/apollo_defconfig,17
arch/sh/lib/memset-sh4.S,17
tools/testing/vma/linux/atomic.h,17
arch/mips/crypto/Makefile,17
tools/testing/selftests/powerpc/copyloops/memcpy_64.S,17
block/blk-mq.h,17
Documentation/networking/gen_stats.rst,17
sound/soc/codecs/rt1318.h,17
drivers/gpu/drm/amd/include/asic_reg/dpcs/dpcs_3_1_4_offset.h,17
Documentation/dev-tools/kunit/api/functionredirection.rst,17
Documentation/translations/zh_CN/maintainer/pull-requests.rst,17
security/selinux/include/ima.h,17
Documentation/devicetree/bindings/virtio/mmio.yaml,17
drivers/infiniband/sw/rdmavt/trace_tx.h,17
arch/arm/boot/dts/allwinner/sun7i-a20-icnova-a20.dtsi,17
lib/test_bits.c,17
net/phonet/pep.c,17
arch/powerpc/kernel/mce_power.c,17
arch/parisc/kernel/signal32.h,17
include/media/dvb_net.h,17
drivers/tty/serial/earlycon-riscv-sbi.c,17
"Documentation/devicetree/bindings/net/wireless/qcom,ath11k-pci.yaml",17
lib/polynomial.c,17
drivers/mfd/lp3943.c,17
drivers/gpu/drm/bridge/chrontel-ch7033.c,17
arch/mips/boot/dts/ralink/vocore2.dts,17
"Documentation/devicetree/bindings/iio/temperature/melexis,mlx90614.yaml",17
drivers/media/dvb-frontends/mn88473.c,17
drivers/gpu/drm/nouveau/nouveau_gem.h,17
Documentation/virt/hyperv/clocks.rst,17
arch/sparc/include/asm/ftrace.h,17
kernel/trace/tracing_map.h,17
arch/x86/include/asm/fpu/api.h,17
Documentation/admin-guide/LSM/SafeSetID.rst,17
arch/arc/include/asm/atomic-llsc.h,17
drivers/net/ethernet/samsung/sxgbe/sxgbe_common.h,17
Documentation/driver-api/media/v4l2-core.rst,17
drivers/ssb/driver_pcicore.c,17
arch/mips/loongson2ef/common/cs5536/cs5536_acc.c,17
tools/net/sunrpc/xdrgen/generators/program.py,17
arch/riscv/boot/dts/starfive/jh7110-starfive-visionfive-2.dtsi,17
"Documentation/devicetree/bindings/pinctrl/amlogic,meson8-pinctrl-cbus.yaml",17
drivers/ntb/test/ntb_pingpong.c,17
fs/ocfs2/journal.c,17
arch/arm/boot/dts/aspeed/aspeed-ast2500-evb.dts,17
drivers/dma/fsl-edma-common.c,17
"Documentation/devicetree/bindings/rtc/isil,isl1208.yaml",17
drivers/spmi/spmi.c,17
arch/arm64/boot/dts/hisilicon/hi3660-coresight.dtsi,17
fs/configfs/Makefile,17
drivers/gpu/drm/amd/amdkfd/kfd_int_process_v9.c,17
io_uring/futex.c,17
drivers/scsi/mvsas/Kconfig,17
scripts/kconfig/lxdialog/menubox.c,17
drivers/net/dsa/mt7530-mdio.c,17
Documentation/devicetree/bindings/clock/sifive/fu740-prci.yaml,17
arch/arm64/boot/dts/renesas/r9a08g045s33.dtsi,17
Documentation/devicetree/bindings/sound/tas2552.txt,17
"Documentation/devicetree/bindings/soc/fsl/cpm_qe/fsl,qe-siram.yaml",17
arch/sparc/include/asm/thread_info.h,17
drivers/net/ethernet/freescale/fman/mac.c,17
drivers/acpi/debugfs.c,17
tools/testing/vma/Makefile,17
include/uapi/linux/gfs2_ondisk.h,17
drivers/pnp/pnpbios/core.c,17
fs/affs/affs.h,17
drivers/thunderbolt/tb_regs.h,17
drivers/scsi/atp870u.c,17
scripts/dtc/libfdt/fdt_strerror.c,17
"Documentation/devicetree/bindings/regulator/maxim,max14577.yaml",17
include/linux/mailbox/arm_mhuv2_message.h,17
Documentation/networking/devlink/octeontx2.rst,17
drivers/hid/hid-roccat-konepure.c,17
tools/perf/util/cs-etm-base.c,17
drivers/usb/gadget/udc/snps_udc_plat.c,17
sound/soc/pxa/pxa2xx-pcm.c,17
drivers/parisc/pdc_stable.c,17
drivers/crypto/cavium/cpt/Makefile,17
"Documentation/devicetree/bindings/timer/arm,arch_timer.yaml",17
drivers/gpu/drm/i915/gt/uc/intel_guc_fw.c,17
drivers/gpu/drm/nouveau/nvkm/nvfw/Kbuild,17
drivers/gpu/drm/tiny/repaper.c,17
arch/arm/boot/dts/socionext/milbeaut-m10v-evb.dts,17
drivers/net/ethernet/intel/ice/ice_fdir.c,17
Documentation/arch/x86/booting-dt.rst,17
drivers/net/wireless/mediatek/mt76/mt76x0/initvals_phy.h,17
Documentation/admin-guide/device-mapper/kcopyd.rst,17
fs/smb/server/smb_common.h,17
drivers/net/wireless/mediatek/mt76/mt76x02_debugfs.c,17
arch/arm/crypto/sha512-armv4.pl,17
tools/perf/tests/sigtrap.c,17
drivers/net/wireguard/messages.h,17
drivers/irqchip/irq-riscv-imsic-state.h,17
Documentation/translations/zh_TW/arch/arm64/perf.rst,17
include/dt-bindings/power/meson-s4-power.h,17
drivers/staging/media/atomisp/pci/hive_isp_css_streaming_to_mipi_types_hrt.h,17
arch/x86/include/asm/hpet.h,17
arch/x86/power/hibernate_32.c,17
arch/sh/configs/r7780mp_defconfig,17
drivers/media/usb/dvb-usb/cxusb.c,17
include/linux/stop_machine.h,17
drivers/gpu/drm/amd/include/asic_reg/smu/smu_7_1_1_d.h,17
arch/arm64/kvm/nested.c,17
include/asm-generic/irq_work.h,17
drivers/video/fbdev/riva/nvreg.h,17
drivers/gpu/drm/amd/amdgpu/umsch_mm_v4_0.c,17
drivers/gpu/drm/i915/gt/intel_context_sseu.c,17
drivers/phy/marvell/phy-armada375-usb2.c,17
sound/soc/codecs/max98373-sdw.c,17
tools/testing/selftests/bpf/test_verifier.c,17
drivers/acpi/acpica/rsaddr.c,17
arch/sh/boards/mach-se/7343/setup.c,17
arch/sh/kernel/cpu/sh4/perf_event.c,17
arch/arm/boot/dts/samsung/exynos-syscon-restart.dtsi,17
arch/arm/boot/dts/samsung/s5pv210-aquila.dts,17
tools/perf/util/include/asm/dwarf2.h,17
include/linux/platform_data/lm3639_bl.h,17
arch/csky/abiv2/inc/abi/reg_ops.h,17
arch/m68k/include/asm/macintosh.h,17
drivers/clk/qcom/clk-regmap.c,17
"Documentation/devicetree/bindings/bus/brcm,gisb-arb.yaml",17
fs/gfs2/xattr.h,17
drivers/scsi/ch.c,17
arch/mips/include/asm/cpu.h,17
sound/firewire/tascam/amdtp-tascam.c,17
arch/arm64/boot/dts/mediatek/mt8516-pumpkin.dts,17
drivers/gpu/drm/arm/malidp_crtc.c,17
arch/x86/include/asm/kexec.h,17
include/linux/ipmi_smi.h,17
arch/mips/bcm63xx/Kconfig,17
Documentation/devicetree/bindings/mips/cavium/uctl.txt,17
drivers/acpi/Kconfig,17
drivers/media/i2c/ak881x.c,17
tools/testing/selftests/kselftest_module.h,17
tools/testing/selftests/x86/thunks.S,17
drivers/net/ethernet/intel/iavf/iavf_adv_rss.c,17
drivers/mfd/db8500-prcmu-regs.h,17
Documentation/userspace-api/media/v4l/vidioc-g-ext-ctrls.rst,17
drivers/remoteproc/wkup_m3_rproc.c,17
arch/arm/boot/dts/aspeed/aspeed-bmc-quanta-q71l.dts,17
tools/testing/selftests/bpf/progs/test_select_reuseport_kern.c,17
arch/mips/sibyte/swarm/setup.c,17
Documentation/virt/kvm/devices/vm.rst,17
arch/sparc/include/uapi/asm/bitsperlong.h,17
drivers/vfio/platform/vfio_platform_common.c,17
drivers/gpu/drm/amd/display/dc/dce/dce_clock_source.h,17
drivers/gpu/drm/amd/display/dc/dml2/dml21/src/dml2_core/dml2_core_dcn4.c,17
include/linux/sem_types.h,17
drivers/gpu/drm/amd/amdgpu/amdgpu_gds.h,17
Documentation/scsi/LICENSE.FlashPoint,17
scripts/coccinelle/misc/newline_in_nl_msg.cocci,17
Documentation/devicetree/bindings/pci/mobiveil-pcie.txt,17
arch/x86/crypto/twofish_avx_glue.c,17
tools/perf/pmu-events/arch/arm64/ampere/emag/instruction.json,17
"include/dt-bindings/clock/starfive,jh7110-crg.h",17
drivers/platform/arm64/Makefile,17
drivers/pnp/pnpacpi/core.c,17
drivers/net/ethernet/intel/igbvf/mbx.h,17
drivers/iommu/mtk_iommu.c,17
sound/parisc/Makefile,17
drivers/media/usb/dvb-usb-v2/anysee.h,17
drivers/ipack/Makefile,17
sound/soc/sof/imx/imx8ulp.c,17
tools/testing/selftests/ring-buffer/config,17
arch/mips/include/asm/dec/interrupts.h,17
drivers/phy/intel/phy-intel-lgm-combo.c,17
drivers/accel/habanalabs/include/gaudi/asic_reg/dma4_qm_regs.h,17
include/trace/misc/rdma.h,17
include/linux/extcon/extcon-adc-jack.h,17
drivers/ptp/ptp_ocp.c,17
mm/mlock.c,17
certs/blacklist.c,17
drivers/usb/core/message.c,17
lib/test_hexdump.c,17
drivers/hwmon/mc13783-adc.c,17
drivers/iommu/arm/arm-smmu/arm-smmu-nvidia.c,17
drivers/scsi/mpt3sas/mpt3sas_debug.h,17
drivers/input/keyboard/adp5589-keys.c,17
security/selinux/include/xfrm.h,17
net/devlink/linecard.c,17
include/linux/platform_data/asoc-kirkwood.h,17
sound/aoa/codecs/Makefile,17
sound/soc/codecs/wm8711.h,17
drivers/target/iscsi/iscsi_target_seq_pdu_list.h,17
drivers/video/fbdev/omap2/omapfb/dss/hdmi.h,17
drivers/regulator/sy8106a-regulator.c,17
arch/x86/kvm/mmu/mmutrace.h,17
drivers/gpu/drm/msm/disp/mdp5/mdp5_irq.c,17
drivers/atm/zeprom.h,17
drivers/gpu/drm/amd/include/asic_reg/umc/umc_6_1_2_sh_mask.h,17
Documentation/arch/s390/vfio-ccw.rst,17
sound/i2c/cs8427.c,17
"Documentation/devicetree/bindings/phy/fsl,imx8qm-hsio.yaml",17
Documentation/devicetree/bindings/pwm/img-pwm.txt,17
drivers/gpu/drm/amd/amdgpu/gmc_v12_0.c,17
drivers/net/mdio.c,17
arch/arm/boot/dts/nspire/Makefile,17
drivers/pci/quirks.c,17
tools/testing/selftests/powerpc/pmu/event_code_tests/.gitignore,17
Documentation/hwmon/asus_ec_sensors.rst,17
drivers/mux/Makefile,17
include/dt-bindings/clock/r8a7740-clock.h,17
"Documentation/devicetree/bindings/phy/mediatek,mt7988-xfi-tphy.yaml",17
arch/x86/mm/pgtable_32.c,17
arch/loongarch/include/asm/kgdb.h,17
drivers/net/wireless/purelifi/plfxlc/mac.c,17
drivers/media/usb/gspca/spca505.c,17
drivers/scsi/libsas/sas_task.c,17
arch/arm/nwfpe/extended_cpdo.c,17
kernel/trace/trace_probe_tmpl.h,17
drivers/gpu/drm/i915/selftests/i915_live_selftests.h,17
net/ethtool/eeprom.c,17
drivers/hwmon/mlxreg-fan.c,17
drivers/power/supply/rt5033_battery.c,17
drivers/media/rc/keymaps/rc-mygica-utv3.c,17
drivers/pci/pcie/aer.c,17
drivers/clk/sunxi-ng/ccu_common.c,17
tools/perf/builtin-check.c,17
sound/soc/mediatek/mt8173/mt8173-rt5650-rt5676.c,17
drivers/md/dm-vdo/completion.c,17
tools/perf/util/python.c,17
"Documentation/devicetree/bindings/misc/nvidia,tegra186-misc.yaml",17
include/linux/bma150.h,17
tools/testing/selftests/dma/dma_map_benchmark.c,17
"include/dt-bindings/sound/qcom,q6asm.h",17
arch/sh/boards/mach-ap325rxa/sdram.S,17
Documentation/devicetree/bindings/sound/cs42l52.txt,17
arch/powerpc/configs/security.config,17
drivers/gpu/drm/nouveau/nvkm/subdev/privring/gf117.c,17
drivers/usb/image/Kconfig,17
Documentation/features/vm/pte_special/arch-support.txt,17
drivers/net/phy/phy.c,17
drivers/mtd/tests/nandbiterrs.c,17
drivers/gpu/drm/ttm/ttm_pool.c,17
drivers/gpu/drm/nouveau/nvkm/subdev/bar/gf100.c,17
"Documentation/devicetree/bindings/clock/marvell,pxa1928.txt",17
scripts/atomic/fallbacks/dec,17
"Documentation/devicetree/bindings/net/bluetooth/marvell,88w8897.yaml",17
tools/testing/selftests/drivers/net/mlxsw/q_in_q_veto.sh,17
fs/nilfs2/alloc.c,17
Documentation/translations/zh_CN/core-api/memory-allocation.rst,17
drivers/clocksource/mxs_timer.c,17
drivers/net/ethernet/wangxun/libwx/wx_hw.c,17
drivers/gpu/drm/amd/include/vi_structs.h,17
tools/build/feature/test-pthread-attr-setaffinity-np.c,17
drivers/media/dvb-frontends/or51132.c,17
arch/powerpc/platforms/pseries/msi.c,17
drivers/reset/reset-intel-gw.c,17
drivers/mmc/core/host.h,17
include/linux/cnt32_to_63.h,17
tools/testing/selftests/drivers/net/mlxsw/spectrum/resource_scale.sh,17
drivers/video/fbdev/core/fbcon.c,17
sound/soc/mediatek/mt8186/Makefile,17
drivers/cdrom/gdrom.c,17
fs/cachefiles/namei.c,17
include/linux/soc/amlogic/meson-canvas.h,17
Documentation/devicetree/bindings/power/ti-smartreflex.txt,17
tools/testing/selftests/bpf/prog_tests/cls_redirect.c,17
drivers/gpu/drm/i915/soc/intel_pch.h,17
drivers/pmdomain/renesas/r8a7742-sysc.c,17
arch/mips/alchemy/common/prom.c,17
arch/mips/fw/arc/memory.c,17
lib/ratelimit.c,17
Documentation/ABI/testing/sysfs-bus-dfl-devices-n3000-nios,17
drivers/auxdisplay/hd44780_common.h,17
arch/mips/boot/dts/ralink/Makefile,17
drivers/isdn/hardware/mISDN/hfc_pci.h,17
drivers/media/platform/ti/omap3isp/isppreview.c,17
sound/core/oss/mixer_oss.c,17
drivers/gpu/drm/amd/pm/powerplay/hwmgr/pp_psm.h,17
drivers/virt/coco/pkvm-guest/Makefile,17
Documentation/core-api/floating-point.rst,17
drivers/net/ethernet/mellanox/mlx5/core/diag/reporter_vnic.h,17
drivers/pinctrl/meson/pinctrl-meson8b.c,17
include/linux/regulator/pfuze100.h,17
sound/core/hwdep_compat.c,17
arch/um/os-Linux/sigio.c,17
fs/dax.c,17
drivers/gpu/drm/panel/panel-novatek-nt39016.c,17
Documentation/gpu/backlight.rst,17
drivers/net/ethernet/stmicro/stmmac/dwxgmac2_descs.c,17
drivers/clk/renesas/r8a7796-cpg-mssr.c,17
arch/arm64/boot/dts/qcom/msm8916-pm8916.dtsi,17
tools/testing/selftests/powerpc/security/flush_utils.c,17
drivers/hid/hid-roccat-lua.h,17
drivers/gpu/drm/amd/display/dc/dml2/dml21/src/dml2_pmo/dml2_pmo_factory.c,17
drivers/phy/hisilicon/phy-hisi-inno-usb2.c,17
io_uring/fs.c,17
net/8021q/vlan.c,17
arch/powerpc/boot/dts/xpedite5370.dts,17
arch/powerpc/boot/dts/fsl/qoriq-i2c-0.dtsi,17
tools/testing/selftests/livepatch/test_modules/test_klp_atomic_replace.c,17
drivers/ata/pata_sc1200.c,17
arch/arm/probes/decode.h,17
block/partitions/atari.h,17
drivers/gpu/drm/meson/meson_viu.c,17
drivers/clk/ti/adpll.c,17
tools/net/sunrpc/xdrgen/templates/C/pointer/encoder/close.j2,17
fs/bcachefs/recovery.c,17
drivers/media/pci/cx23885/cx23885-video.c,17
tools/perf/ui/tui/tui.h,17
drivers/soc/tegra/pmc.c,17
tools/testing/selftests/bpf/progs/bpf_iter_bpf_map.c,17
arch/arm64/crypto/aes-glue.c,17
sound/pci/pcxhr/pcxhr.h,17
arch/powerpc/platforms/chrp/chrp.h,17
Documentation/devicetree/bindings/arm/sti.yaml,17
arch/arm64/boot/dts/freescale/imx8mp-verdin-nonwifi-dahlia.dts,17
arch/loongarch/include/asm/cacheflush.h,17
drivers/staging/media/imx/imx-media-vdic.c,17
drivers/iio/imu/st_lsm6dsx/Kconfig,17
drivers/net/ethernet/aquantia/atlantic/hw_atl/hw_atl_utils_fw2x.c,17
drivers/media/dvb-frontends/m88ds3103.h,17
arch/arm/kernel/v7m.c,17
drivers/media/platform/nvidia/tegra-vde/iommu.c,17
fs/bcachefs/btree_update.h,17
drivers/media/rc/keymaps/Kconfig,17
arch/arm64/boot/dts/rockchip/px30-engicam-px30-core-edimm2.2.dts,17
drivers/media/platform/amphion/vpu_color.c,17
drivers/thermal/renesas/Makefile,17
drivers/clk/baikal-t1/Makefile,17
arch/arm64/boot/dts/ti/k3-am6528-iot2050-basic.dts,17
drivers/media/dvb-frontends/a8293.h,17
Documentation/translations/sp_SP/process/6.Followthrough.rst,17
tools/testing/cxl/mock_acpi.c,17
drivers/i2c/busses/i2c-sibyte.c,17
drivers/gpu/drm/loongson/lsdc_irq.c,17
fs/ocfs2/resize.h,17
include/crypto/ghash.h,17
arch/arm/boot/dts/nxp/imx/imx6ull-colibri-iris.dts,17
drivers/media/pci/bt8xx/bttv-if.c,17
"Documentation/devicetree/bindings/mux/adi,adg792a.txt",17
drivers/thermal/st/st_thermal_memmap.c,17
drivers/net/ethernet/smsc/smsc911x.c,17
drivers/gpu/drm/vmwgfx/vmwgfx_surface.c,17
arch/x86/boot/cpuflags.c,17
drivers/gpu/drm/xe/xe_lmtt.h,17
drivers/clk/meson/axg.h,17
drivers/platform/cznic/turris-omnia-mcu.h,17
drivers/net/wireless/intel/iwlwifi/mvm/testmode.h,17
drivers/scsi/qla2xxx/qla_bsg.h,17
"Documentation/devicetree/bindings/net/fsl,fman.yaml",17
Documentation/kbuild/kconfig-macro-language.rst,17
drivers/gpu/drm/amd/include/asic_reg/mp/mp_13_0_2_offset.h,17
mm/swap_cgroup.c,17
"Documentation/devicetree/bindings/iio/adc/adi,ad7606.yaml",17
drivers/gpu/drm/xe/xe_bb.c,17
drivers/atm/nicstar.h,17
tools/testing/selftests/net/udpgso_bench_tx.c,17
drivers/mtd/maps/plat-ram.c,17
Documentation/devicetree/bindings/sound/cs4265.txt,17
arch/arm/mach-orion5x/orion5x.h,17
drivers/pci/controller/dwc/pcie-uniphier-ep.c,17
arch/arm/mach-s3c/mach-crag6410-module.c,17
drivers/net/wireless/ath/ath9k/ar9330_1p2_initvals.h,17
drivers/net/ethernet/broadcom/bnx2x/Makefile,17
net/xfrm/xfrm_hash.h,17
arch/s390/include/asm/topology.h,17
drivers/net/ethernet/wiznet/w5100.c,17
Documentation/core-api/printk-index.rst,17
arch/sparc/lib/GENpatch.S,17
drivers/net/ppp/ppp_synctty.c,17
drivers/base/regmap/regcache-flat.c,17
drivers/of/unittest-data/overlay_bad_phandle.dtso,17
drivers/hwmon/lochnagar-hwmon.c,17
arch/arm/mach-zynq/slcr.c,17
arch/powerpc/platforms/pseries/hvconsole.c,17
arch/x86/include/asm/emulate_prefix.h,17
net/6lowpan/Kconfig,17
tools/testing/selftests/rcutorture/configs/rcu/TREE01,17
Documentation/networking/devlink/index.rst,17
drivers/gpu/host1x/hw/host1x07.h,17
drivers/staging/greybus/audio_helper.h,17
arch/powerpc/platforms/powermac/smp.c,17
drivers/isdn/mISDN/Makefile,17
arch/x86/hyperv/hv_vtl.c,17
drivers/gpu/drm/xe/abi/gsc_proxy_commands_abi.h,17
"Documentation/devicetree/bindings/mips/lantiq/lantiq,dma-xway.yaml",17
security/selinux/include/conditional.h,17
drivers/gpu/drm/panfrost/panfrost_job.h,17
drivers/iio/position/Makefile,17
drivers/thermal/intel/int340x_thermal/acpi_thermal_rel.h,17
drivers/media/dvb-frontends/stv6111.h,17
drivers/net/ethernet/pensando/ionic/ionic_bus_pci.c,17
